,target_text,pred_str
6737,SEIZURE,SEIZURE
6738,ARE YOU SURE THIS IS OKAY,ARE YOU SURE THIS IS OKAY
6739,DON'T THINK ABOUT IT TOO MUCH,DON'T THINK ABOUT IT TOO MUCH
6740,THE SPEAKER BOOMED FROM THE CAR,THE SPEAKER BOOMED FROM THE CAR
6741,WE HAD A BIRDS EYE VIEW,WE HAD A BIRDS EYE VIEW
6742,RED,RED
6743,I HOPE THE AIRPLANE WILL GET HIGHER,I HOPE THE AIRPLANE WILL GET HIGHER
6744,WITHDRAWN,WITHDRAWN
6745,ONE NINE SEVEN FOUR THREE FIVE FOUR,ONE NINE SEVEN FOUR THREE FIVE FOUR
6746,WILL BEETS STAIN MY PANTS,WILL BEETS STAIN MY PANTS
6747,TECHNOLOGY,TECHNOLOGY
6748,CONCEPT,CONCEPT
6749,DIRECT,DIRECT
6750,LENGTHEN,LENGTHEN
6751,HOPEFUL,HOPEFUL
6752,ANNOUNCE,ANNOUNCE
6753,WILL YOU PLEASE BATHE,WILL YOU PLEASE BATHE
6754,SHOCK,SHOCK
6755,SOFTEN,SOFTEN
6756,COULD LIZARDS EVER TALK,COULD LIZARDS EVER TALK
6757,NORMAL,NORMAL
6758,CHEWY,CHEWY
6759,HARDSHIP,HARDSHIP
6760,SPOONS,SPOONS
6761,THE FLOOD TOOK A CAR DOWN THE STREET,THE FLOOD TOOK A CAR DOWN THE STREET
6762,PASS THEIR NOTES ALONG,PASS THEIR NOTES ALONG
6763,WASH,WASH
6764,SUGGEST,SUGGEST
6765,WHY IS THE EARTH INSIDE THE MILKY WAY,WHY IS THE EARTH INSIDE THE MILKY WAY
6766,PLEASE OFFER THEM A DINNER MINT,PLEASE OFFER THEM A DINNER MINT
6767,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
6768,SLOGAN,SLOGAN
6769,CULTURES,CULTURES
6770,EMPLOYEES,EMPLOYES
6771,FOUR SIX FOUR TWO NINE FIVE FOUR,FOUR SIX FOUR TWO NINE FIVE FOUR
6772,INTERRUPT,INTERRUPT
6773,LUMBERYARD,LUMBERYARD
6774,AWESOME,AWESOME
6775,OUR TENT CAN HOLD SIX PEOPLE,OUR TENT CAN HOLD SIX PEOPLE
6776,I LIKE MY MEAT ON A COLD PLATTER,I LIKE MY MEAT ON A COLD PLATTER
6777,SAFEWAY,SAFEWAY
6778,FAITHFUL,FAITHFUL
6779,MICROWAVES,MICROWAVES
6780,BIGFOOT,BIGFOOT
6781,YELLOW,YELLOW
6782,YOU CAN SEE BUGS LIGHT UP THE SKY,YOU CAN SEE BUGS LIGHT UP THE SKY
6783,TREASURE,TREASURE
6784,THOUSAND,THOUSAND
6785,PUT THE KEY IN THE KEY HOLE,PUT THE KEY IN THE KEY HOLE
6786,PUSH,PUSH
6787,THE RAIN CHASED THE DIRT DOWN THE DRAIN,THE RAIN CHASED THE DIRT DOWN THE DRAIN
6788,WE HAD A BIRDS EYE VIEW,WE HAD A BIRDS EYE VIEW
6789,RED,RED
6790,THE SPEAKER BOOMED FROM THE CAR,THE SPEAKER BOOMED FROM THE CAR
6791,DON'T THINK ABOUT IT TOO MUCH,DON'T THINK ABOUT IT TOO MUCH
6792,WILL BEETS STAIN MY PANTS,WILL BEETS STAIN MY PANTS
6793,TECHNOLOGY,TECHNOLOGY
6794,ONE NINE SEVEN FOUR THREE FIVE FOUR,ONE NINE SEVEN FOUR THREE FIVE FOUR
6795,WITHDRAWN,WITHDRAWN
6796,I HOPE THE AIRPLANE WILL GET HIGHER,I HOPE THE AIRPLANE WILL GET HIGHER
6797,HOPEFUL,HOPEFUL
6798,LENGTHEN,LENGTHEN
6799,ANNOUNCE,ANNOUNCE
6800,CONCEPT,CONCEPT
6801,DIRECT,DIRECT
6802,COULD LIZARDS EVER TALK,COULD LIZARDS EVER TALK
6803,SHOCK,SHOCK
6804,SOFTEN,SOFTEN
6805,WILL YOU PLEASE BATHE,WILL YOU PLEASE BATHE
6806,BUYING THE RING TOOK ALL OF MY MONEY,BUYING THE RING TOOK ALL OF MY MONEY
6807,UNFORTUNATE,UNFORTUNATE
6808,TOOTHPASTE,TOOTHPASTE
6809,STARVE,STARVE
6810,SEIZURE,SEIZURE
6811,ARE YOU SURE THIS IS OKAY,ARE YOU SURE THIS IS OKAY
6812,BRONCO,BRONCO
6813,MOUTHS,MOUTHS
6814,GIVE KEITH A MOMENT TO THINK,GIVE KEITH A MOMENT TO THINK
6815,FOUR,FOUR
6816,PLAYOFFS,PLAYOFFS
6817,ARE ZEBRAS JUST STRIPED HORSES,ARE ZEBRAS JUST STRIPED HORSES
6818,OBJECTED,OBJECTED
6819,PATHFINDER,PATHFINDER
6820,VASE,VASE
6821,TAKE OFF YOUR HAT PLEASE,TAKE OFF YOUR HAT PLEASE
6822,SIX,SIXSIX
6823,WE SHOULD TRY TO SAVE THE WHALES,WE SHOULD TRY TO SAVE THE WHALES
6824,IMAGERY,IMAGERY
6825,LOYAL,LOYALLOYAL
6826,AVERAGE,AVAVERAGE
6827,ONE,ONEONE
6828,IT CAN ONLY BE A GOOD CIRCUS WITH ELEPHANTS,IT CAN ONLY BE A GOOD CIRCUS WITH ELEPHANTS
6829,CROSS,CROSSCROSS
6830,EIGHT,EIGHTEIGHT
6831,RUGBY,RUGBY SRO RUG BY
6832,THE BRIEFCASE IS OPEN NOW,THE BRIEFCASE IS OPEN OW THE BIEFCASE IS OPEN NOW
6833,BEYOND,BEYONDBEYOND
6834,EXPLOSION,EXPLOSIONE
6835,YANKEE,YAEEYANKEE
6836,SUBTRACT,SUBTRADIRACT
6837,WARMTH,WARMTHWARM
6838,THE ANGRY CHEF COOKED HIS VEGETABLES,THE ANGRY CHEF COOKED HIS VEGETABLE
6839,TWO SIX FOUR ZERO TWO FOUR SIX,TWO SIX FOUR ZERO TWO FOUR SIX
6840,DON'T MAKE THE SAME MISTAKES TWICE,DON'T MAKE THE SAME MISTAKES TWICE
6841,KNIGHTS DON'T GET SCARED OF DRAGONS,KNIGHTS DON'T GET SCARED OF DRAGONS
6842,CHALK,CHALK
6843,NINE,NINE NINE NINE NINE
6844,HANDSHAKE,HANDSHAKEHADSHAKEHANDSHAKE
6845,WILL YOU SING THIS SONG,WYTHIS SONG WILL YOU SING THIS SONG
6846,SQUEEGEE,SQUEEGEESQUEEGEE
6847,THURSDAY,HTHURSDAY
6848,UNDERNEATH,UNDERNEATH UNDERNEATH
6849,HONEY CAN GET STICKY,HONEY CAN GET STICKY
6850,SCREWDRIVER,SCREWDRIVER SCREWDRIVER
6851,FLAGPOLE,FLAGPOLEFLAGPOLE
6852,MOISTURE,MOISTURE
6853,BREATH,BREATHBREATH
6854,SAN DIEGO IS VERY GREEN THIS YEAR,SAN DIEGO IS VERY GREEN THIS YEAR SAN DIEGO IS GREEN VER
6855,DOUG THINKS HE WILL WIN THE RACE,DOUG THINKS HE WILL WIN THE RACE
6856,OASIS,OASEO
6857,PATHETIC,PATHETIC
6858,LAWYER,LAWYERLAWYER
6859,MEANINGLESS,MEANINGLESSMEANINGLESS
6860,PUSH,PUSH
6861,STOOGES,STOOGESTOOGES
6862,UPWARD,UPWARDUPWARD
6863,CLIFFHANGER,CLIFFHANGER CLIFFHANGER
6864,ALLOWING,ALLOWING ALLOWINGI
6865,HOOF,HOOFO
6866,SNAKE,SNAKENAKESNAKE
6867,SHIRT,SHIRTSHIRT
6868,STEWART HAS FIVE FRIENDS IN RICHMOND,STEWART HAS FIVE FRIENDS IN RICHMOND
6869,NINE NINE SIX NINE SIX ONE ZERO,NINE NINE SIX NINE SIX ONE ZERO
6870,WISEGUY,WISEGUYWISEGUY
6871,THE FLOOD TOOK A CAR DOWN THE STREET,THE FLOOD TOOK A CAR DOWN THE STREET
6872,EDGAR DOES NOT HAVE A JOB,EDGAR DOES NOT HAVE A JOB ED
6873,TAB,TABTAB
6874,SPOONS,SPOONS
6875,HIS CAR THUNDERED DOWN THE ROAD,HIS CAR THUNDERED DOWN THE ROAD
6876,YOUR SHADOW ALWAYS FOLLOWS YOU,YOUR SHADOW ALWAYS FOLLOWS YOU
6877,REAL,REAL
6878,ONE,ONE
6879,IT CAN ONLY BE A GOOD CIRCUS WITH ELEPHANTS,IT CAN ONLY BE A GOOD CIRCUS WITH ELEPHANTS
6880,YOU CAN SAVE WATER IN YOUR BATHTUB,YOU CAN SAVE WATER IN YOUR BATHTUB
6881,CROSS,CROSS
6882,EIGHT,EIGHT
6883,AVERAGE,AVERAGE
6884,IMAGERY,IMAGERY
6885,LOYAL,LOYAL
6886,SIX,SIX
6887,WE SHOULD TRY TO SAVE THE WHALES,WE SHOULD TRY TO SAVE THE WHALES
6888,YANKEE,YANKEE
6889,THE HERD BECAME ANGRY AND STARTED A STAMPEDE,THE HERD BECAME ANGRY AND STARTED A STAMPEDE
6890,THATCH,THATCH
6891,TRAUMA,TRAUMA
6892,EXPLOSION,EXPLOSION
6893,BEYOND,BEYOND
6894,RUGBY,RUGBY
6895,THE BRIEFCASE IS OPEN NOW,THE BRIEFCASE IS OPEN NOW
6896,THE BIRD SANG A SWEET MELODY,THE BIRD SANG A SWEET MELODY
6897,TURN THE VOLUME ON THE RADIO DOWN,TURN THE VOLUME ON THE RADIO DOWN
6898,SUBTRACT,SUBTRACT
6899,WARMTH,WARMTH
6900,KNIGHTS DON'T GET SCARED OF DRAGONS,KNIGHTS DON'T GET SCARED OF DRAGONS
6901,DON'T MAKE THE SAME MISTAKES TWICE,DON'T MAKE THE SAME MISTAKES TWICE
6902,HANDSHAKE,HANDSHAKE
6903,NINE,NINE
6904,CHALK,CHALK
6905,TWO SIX FOUR ZERO TWO FOUR SIX,TWO FOUR SIX ZERO TWO FOUR SIX
6906,THE ANGRY CHEF COOKED HIS VEGETABLES,THE ANGRY CHEF COOKED HIS VEGETABLES
6907,SCREWDRIVER,SCREWDRIVER
6908,HONEY CAN GET STICKY,HONEY CAN GET STICKY
6909,WHO WILL THE SOLDIER VOTE FOR,WHO WILL THE SOLDIER VOTE FOR
6910,MOISTURE,MOISTURE
6911,BREATH,BREATH
6912,PLAYHOUSE,PLAYHOUSE
6913,FLAGPOLE,FLAGPOLE
6914,THURSDAY,THURSDAY
6915,UNDERNEATH,UNDERNEATH
6916,SQUEEGEE,SQUEEGEE
6917,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
6918,LAWYER,LAWYER
6919,MEANINGLESS,MEANINGLESS
6920,PATHETIC,PATHETIC
6921,EVEN YOUR EARS SWEAT IN A SAUNA,EVEN YOUR EARS SWEAT IN A SAUNA
6922,DOUG THINKS HE WILL WIN THE RACE,DOUG THINKS HE WILL WIN THE RACE
6923,UPWARD,UPWARD
6924,PUSH,PUSH
6925,STOOGES,STOOGES
6926,SAN DIEGO IS VERY GREEN THIS YEAR,SAN DIEGO IS VERY GREEN THIS YEAR
6927,STEWART HAS FIVE FRIENDS IN RICHMOND,STEWART HAS FIVE FRIENDS IN RICHMOND
6928,SHIRT,SHIRT
6929,SNAKE,SNAKE
6930,PAY ALBERT FOR THE FRESH WATER,PAY ALBERT FOR THE FRESH WATER
6931,CLIFFHANGER,CLIFFHANGER
6932,DIGESTED,DIGESTED
6933,HOOF,HOOF
6934,ALLOWING,ALLOWING
6935,YOUR SHADOW ALWAYS FOLLOWS YOU,YOUR SHADOW ALWAYS FOLLOWS YOU
6936,HIS CAR THUNDERED DOWN THE ROAD,HIS CAR THUNDERED DOWN THE ROAD
6937,SPOONS,SPOONS
6938,REAL,REAL
6939,WISEGUY,WISEGUY
6940,THE FLOOD TOOK A CAR DOWN THE STREET,THE FLOOD TOOK A CAR DOWN THE STREET
6941,EDGAR DOES NOT HAVE A JOB,EDGAR DOES NOT HAVE A JOB
6942,NINE NINE SIX NINE SIX ONE ZERO,NINE NINE SIX NINE SIX ONE ZERO
6943,TAB,TAB
6944,SHIRT,SHIRT
6945,SNAKE,SNAKE
6946,STEWART HAS FIVE FRIENDS IN RICHMOND,STEWART HAS FIVE FRIENDS IN RICHMOND
6947,PAY ALBERT FOR THE FRESH WATER,PAY ALBERT FOR THE FRESH WATER
6948,CLIFFHANGER,CLIFFHANGER
6949,DIGESTED,DIGESTED
6950,ALLOWING,ALLOWING
6951,HOOF,HOOF
6952,SPOONS,SPOONS
6953,HIS CAR THUNDERED DOWN THE ROAD,HIS CAR THUNDERED DOWN THE ROAD
6954,YOUR SHADOW ALWAYS FOLLOWS YOU,YOUR SHADOW ALWAYS FOLLOWS YOU
6955,REAL,REAL
6956,NINE NINE SIX NINE SIX ONE ZERO,NINE NINE SIX NINE SIX ONE ZERO
6957,WISEGUY,WISEGUY
6958,THE FLOOD TOOK A CAR DOWN THE STREET,THE FLOOD TOOK A CAR DOWN THE STREET
6959,EDGAR DOES NOT HAVE A JOB,EDGAR DOES NOT HAVE A JOB
6960,TAB,TAB
6961,LAWYER,LAWYER
6962,MEANINGLESS,MEANINGLESS
6963,DOUG THINKS HE WILL WIN THE RACE,DOUG THINKS HE WILL WIN THE RACE
6964,EVEN YOUR EARS SWEAT IN A SAUNA,EVEN YOUR EARS SWEAT IN A SAUNA
6965,OASIS,OASIS
6966,PATHETIC,PATHETIC
6967,UPWARD,UPWARD
6968,PUSH,PUSH
6969,STOOGES,STOOGES
6970,SAN DIEGO IS VERY GREEN THIS YEAR,SAN DIEGO IS VERY GREEN THIS YEAR
6971,UNDERNEATH,UNDERNEATH
6972,THURSDAY,THURSDAY
6973,SQUEEGEE,SQUEEGEE
6974,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
6975,BREATH,BREATH
6976,MOISTURE,MOISTURE
6977,FLAGPOLE,FLAGPOLE
6978,PLAYHOUSE,PLAYHOUSE
6979,HONEY CAN GET STICKY,HONEY CAN GET STICKY
6980,WHO WILL THE SOLDIER VOTE FOR,WHO WILL THE SOLDIER VOTE FOR
6981,SCREWDRIVER,SCREWDRIVER
6982,THE HERD BECAME ANGRY AND STARTED A STAMPEDE,THE HERD BECAME ANGRY AND STARTED A STAMPEDE
6983,YANKEE,YANKEE
6984,TRAUMA,TRAUMA
6985,THATCH,THATCH
6986,EXPLOSION,EXPLOSION
6987,BEYOND,BEYOND
6988,RUGBY,RUGBY
6989,THE BRIEFCASE IS OPEN NOW,THE BRIEFCASE IS OPEN NOW
6990,WE SHOULD TRY TO SAVE THE WHALES,WE SHOULD TRY TO SAVE THE WHALES
6991,SIX,SIX
6992,IMAGERY,IMAGERY
6993,LOYAL,LOYAL
6994,AVERAGE,AVERAGE
6995,ONE,ONE
6996,IT CAN ONLY BE A GOOD CIRCUS WITH ELEPHANTS,IT CAN ONLY BE A GOOD CIRCUS WITH ELEPHANTS
6997,YOU CAN SAVE WATER IN YOUR BATHTUB,YOU CAN SAVE WATER IN YOUR BATHTUB
6998,CROSS,CROSS
6999,EIGHT,EIGHT
7000,KNIGHTS DON'T GET SCARED OF DRAGONS,KNIGHTS DON'T GET SCARED OF DRAGONS
7001,DON'T MAKE THE SAME MISTAKES TWICE,DON'T MAKE THE SAME MISTAKES TWICE
7002,HANDSHAKE,HANDSHAKE
7003,CHALK,CHALK
7004,NINE,NINE
7005,THE ANGRY CHEF COOKED HIS VEGETABLES,THE ANGRY CHEF COOKED HIS VEGETABLES
7006,TWO SIX FOUR ZERO TWO FOUR SIX,TWO SIX FOUR ZERO TWO FOUR SIX
7007,SUBTRACT,SUBTRACT
7008,WARMTH,WARMTH
7009,THE BIRD SANG A SWEET MELODY,THE BIRD SANG A SWEET MELODY
7010,TURN THE VOLUME ON THE RADIO DOWN,TURN THE VOLUME ON THE RADIO DOWN
7011,YIELDS,YIELDS
7012,THREE,THREE
7013,TRUCK,TRUCK
7014,WHEN WILL WE GO ON VACATION,WHEN WILL WE GO ON VACATION
7015,PAYOUTS,PAYOUTS
7016,FANCY,FANCY
7017,BIOLOGY,BIOLOGY
7018,MIDNIGHT,MIDNIGHT
7019,SCALLYWAG,SCALLYWAG
7020,SMASHED,SMASHED
7021,STEAKHOUSE,STEAKHOUSE
7022,SEARCH IN BETWEEN THE COUCH CUSHIONS,SEARCH IN BETWEEN THE COUCH CUSHIONS
7023,BACKGROUND,BACKGROUND
7024,LURE,LURE
7025,JOIN,JOIN
7026,EATING BLUEBERRIES GIVES YOU BLUE HANDS,EATING BLUEBERRIES GIVES YOU BLUE HANDS
7027,DASHBOARD,DASHBOARD
7028,ENDURE,ENDURE
7029,TWO SIX NINE ZERO TWO TWO ZERO,TWO SIX NINE ZERO TWO TWO ZERO
7030,OVERALLS,OVERALLS
7031,I'LL RENT AN APARTMENT TOMORROW,I'LL RENT AN APARTENT TOMORROW
7032,HE BREATHED A SIGH OF RELIEF,HE BREATHED A SIGH OF RELIEF
7033,HAWTHORNE,HAWTHORNE
7034,NOTHING,NOTHING
7035,CHILDHOOD,CHILDHOOD
7036,BECAUSE MY LEG IS SORE I CAN'T PLAY,BECAUSE MY LEG IS SORE I CAN'T PLAY
7037,SEVEN,SEVEN
7038,SUPER,SUPER
7039,WAVELET,WAVELET
7040,THE FLEA CHASED THE DOG,THE FLEA CHASED THE DOG
7041,SIR HAVE YOU SEEN MY COAT,SIR HAVE YOU SEEN MY COAT
7042,THE CAR WENT TOO FAST,THE CAR WENT TOO FAST
7043,SPOONS,SPOONS
7044,MY CLOTHES ARE WET FROM THE RAIN,MY CLOTHES ARE WET FROM THE RAIN
7045,VAULTED,VAULTED
7046,STUDIO,STUDIO
7047,SHE'LL BE READY VERY SOON,SHE'LL BE READY VERY SOON
7048,THE FLOOD TOOK A CAR DOWN THE STREET,THE FLOOD TOOK A CAR DOWN THE STREET
7049,TOURISTS,TOURISTS
7050,UNROLL,UNROLL
7051,MUSICIAN,MUSICIAN
7052,I'M READY TO GO HOME,I'M READY TO GO HOME
7053,CASHFLOW,CASHFLOW
7054,POINTS,POINTS
7055,FRAGMENT,FRAGMENT
7056,TWO FOUR SEVEN SIX THREE SEVEN FOUR,TWO FOUR SEVEN SIX THREE SEVEN FOUR
7057,THAT WAS AN ODD DECISION,THAT WAS AN ODD DECISION
7058,I THOUGHT I HEARD NEW VOICES,I THOUGHT I HEARD NEW VOICES
7059,DON'T LEAVE SO SOON,DON'T LEAVE SO SOON
7060,THE ZEBRA ENTERED THE BRUSH WITH CARE,THE ZEBRA ENTERED THE BRUSH WITH CARE
7061,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
7062,GO INSIDE AND EAT YOUR DINNER,GO INSIDE AND EAT YOUR DINNER
7063,HER VEINS POP OUT WHEN SHE IS MAD,HER VEINS POP OUT WHEN SHE IS MAD
7064,HE WAS REALLY NICE TO US,HE WAS REALLY NICE TO US
7065,TEMPTATION,TEMPTATION
7066,COOPERATE,COOPERATE
7067,DISRUPT,DISRUPT
7068,OBSTACLE,OBSTACLE
7069,LETHARGIC,LETHARGIC
7070,HOURLY,HOURLY
7071,ARCHRIVAL,ARCHRIVAL
7072,PUSH,PUSH
7073,SHOE,SHOE
7074,SOUR,SOUR
7075,I HAVE ICE CREAM FOR YOU,I HAVE ICE CREAM FOR YOU
7076,CHILDHOOD,CHILDHOOD
7077,NOTHING,NOTHING
7078,HAWTHORNE,HAWTHORNE
7079,I'LL RENT AN APARTMENT TOMORROW,I'LL RENT AN APARTMENT TOMORROW
7080,HE BREATHED A SIGH OF RELIEF,HE BREATHED A SIGH OF RELIEF
7081,SEVEN,SEVEN
7082,BECAUSE MY LEG IS SORE I CAN'T PLAY,BECAUSE MY LEG IS SORE I CAN'T PLAY
7083,WAVELET,WAVELET
7084,SUPER,SUPER
7085,SIR HAVE YOU SEEN MY COAT,SIR HAVE YOU SEEN MY COAT
7086,SMASHED,SMASHED
7087,TWO SIX NINE ZERO TWO TWO ZERO,TWO SIX NINE ZERO TWO TWO ZERO
7088,OVERALLS,OVERALLS
7089,DASHBOARD,DASHBOARD
7090,ENDURE,ENDURE
7091,BACKGROUND,BACKGROUND
7092,JOIN,JOIN
7093,LURE,LURE
7094,EATING BLUEBERRIES GIVES YOU BLUE HANDS,EATING BLUEBERRIES GIVES YOU BLUE HANDS
7095,STEAKHOUSE,STEAKHOUSE
7096,SEARCH IN BETWEEN THE COUCH CUSHIONS,SEARCH IN BETWEEN THE COUCH CUSHIONS
7097,SCALLYWAG,SCALLYWAG
7098,PAYOUTS,PAYOUTS
7099,FANCY,FANCY
7100,BIOLOGY,BIOLOGY
7101,MIDNIGHT,MIDNIGHT
7102,YIELDS,YIELDS
7103,THREE,THREE
7104,TRUCK,TRUCK
7105,WHEN WILL WE GO ON VACATION,WHEN WILL WE GO ON VACATION
7106,REPRESENTS,REPRESENTS
7107,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
7108,THE ZEBRA ENTERED THE BRUSH WITH CARE,THE ZEBRA ENTERED THE BRUSH WITH CARE
7109,I THOUGHT I HEARD NEW VOICES,I THOUGHT I HEARD NEW VOICES
7110,DON'T LEAVE SO SOON,DON'T LEAVE SO SOON
7111,TEMPTATION,TEMPTATION
7112,HER VEINS POP OUT WHEN SHE IS MAD,HER VEINS POP OUT WHEN SHE IS MAD
7113,HE WAS REALLY NICE TO US,HE WAS REALLY NICE TO US
7114,WOMEN,WOMEN
7115,GO INSIDE AND EAT YOUR DINNER,GO INSIDE AND EAT YOUR DINNER
7116,ARCHRIVAL,ARCHRIVAL
7117,HOURLY,HOURLY
7118,LETHARGIC,LETHARGIC
7119,COOPERATE,COOPERATE
7120,DISRUPT,DISRUPT
7121,OBSTACLE,OBSTACLE
7122,I HAVE ICE CREAM FOR YOU,I HAVE ICE CREAM FOR YOU
7123,SHOE,SHOE
7124,SOUR,SOUR
7125,PUSH,PUSH
7126,TOURISTS,TOURISTS
7127,UNROLL,UNROLL
7128,THAT WAS AN ODD DECISION,THAT WAS AN ODD DECISION
7129,TWO FOUR SEVEN SIX THREE SEVEN FOUR,TWO FOUR SEVEN SIX THREE SEVEN FOUR
7130,MUSICIAN,MUSICIAN
7131,I'M READY TO GO HOME,I'M READY TO GO HOME
7132,CASHFLOW,CASHFLOW
7133,POINTS,POINTS
7134,FRAGMENT,FRAGMENT
7135,THE FLOOD TOOK A CAR DOWN THE STREET,THE FLOOD TOOK A CAR DOWN THE STREET
7136,THE CAR WENT TOO FAST,THE CAR WENT TOO FAST
7137,SPOONS,SPOONS
7138,MY CLOTHES ARE WET FROM THE RAIN,MY CLOTHES ARE WET FROM THE RAIN
7139,VAULTED,VAULTED
7140,STUDIO,STUDIO
7141,SHE'LL BE READY VERY SOON,SHE'LL BE READY VERY SOON
7142,CHILDHOOD,CHILDHOOD
7143,NOTHING,NOTHING
7144,HAWTHORNE,HAWTHORNE
7145,HE BREATHED A SIGH OF RELIEF,HE BREATHED A SIGH OF RELIEF
7146,I'LL RENT AN APARTMENT TOMORROW,I'LL RENT AN APARTMENT TOMORROW
7147,SEVEN,SEVEN
7148,BECAUSE MY LEG IS SORE I CAN'T PLAY,BECAUSE MY LEG IS SORE I CAN'T PLAY
7149,WAVELET,WAVELET
7150,SUPER,SUPER
7151,SIR HAVE YOU SEEN MY COAT,SIR HAVE YOU SEEN MY COAT
7152,THE FLEA CHASED THE DOG,THE FLEA CHASED THE DOG
7153,SMASHED,SMASHED
7154,TWO SIX NINE ZERO TWO TWO ZERO,TWO SIX NINE ZERO TWO TWO ZERO
7155,OVERALLS,OVERALLS
7156,DASHBOARD,DASHBOARD
7157,ENDURE,ENDURE
7158,BACKGROUND,BACKGROUND
7159,EATING BLUEBERRIES GIVES YOU BLUE HANDS,EATING BLUEBERRIES GIVES YOU BLUE HANDS
7160,JOIN,JOIN
7161,LURE,LURE
7162,STEAKHOUSE,STEAKHOUSE
7163,SEARCH IN BETWEEN THE COUCH CUSHIONS,SEARCH IN BETWEEN THE COUCH CUSHIONS
7164,SCALLYWAG,SCALLYWAG
7165,PAYOUTS,PAYOUTS
7166,FANCY,FANCY
7167,BIOLOGY,BIOLOGY
7168,MIDNIGHT,MIDNIGHT
7169,YIELDS,YIELDS
7170,THREE,THREE
7171,TRUCK,TRUCK
7172,WHEN WILL WE GO ON VACATION,WHEN WILL WE GO ON VACATION
7173,REPRESENTS,REPRESENTS
7174,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
7175,THE ZEBRA ENTERED THE BRUSH WITH CARE,THE ZEBRA ENTERED THE BRUSH WITH CARE
7176,DON'T LEAVE SO SOON,DON'T LEAVE SO SOON
7177,I THOUGHT I HEARD NEW VOICES,I THOUGHT I HEARD NEW VOICES
7178,TEMPTATION,TEMPTATION
7179,HER VEINS POP OUT WHEN SHE IS MAD,HER VEINS POP OUT WHEN SHE IS MAD
7180,HE WAS REALLY NICE TO US,HE WAS REALLY NICE TO US
7181,WOMEN,WOMEN
7182,GO INSIDE AND EAT YOUR DINNER,GO INSIDE AND EAT YOUR DINNER
7183,ARCHRIVAL,ARCHRIVAL
7184,HOURLY,HOURLY
7185,LETHARGIC,LETHARGIC
7186,COOPERATE,COOPERATE
7187,DISRUPT,DISRUPT
7188,OBSTACLE,OBSTACLE
7189,I HAVE ICE CREAM FOR YOU,I HAVE ICE CREAM FOR YOU
7190,SHOE,SHOE
7191,SOUR,SOUR
7192,PUSH,PUSH
7193,TOURISTS,TOURISTS
7194,UNROLL,BOOMERANG
7195,THAT WAS AN ODD DECISION,THAT WAS AN ODD DECISION
7196,TWO FOUR SEVEN SIX THREE SEVEN FOUR,TWO FOUR SEVEN SIX THREE SEVEN FOUR
7197,I'M READY TO GO HOME,I'M READY TO GO HOME
7198,MUSICIAN,MUSICIAN
7199,CASHFLOW,CASHFLOW
7200,POINTS,POINTS
7201,FRAGMENT,FRAGMENT
7202,THE FLOOD TOOK A CAR DOWN THE STREET,THE FLOOD TOOK A CAR DOWN THE STREET
7203,THE CAR WENT TOO FAST,THE CAR WENT TOO FAST
7204,MY CLOTHES ARE WET FROM THE RAIN,MY CLOTHES ARE WET FROM THE RAIN
7205,STUDIO,STUDIO
7206,SHE'LL BE READY VERY SOON,SHE'LL BE READY VERY SOON
7207,MOHAWK,MOHAWK
7208,FIVE,FIVE
7209,PICTURE,PICTURE
7210,SCRAPBOOK,SCRAPBOOK
7211,SPRINGHILL,SPRINGHILL
7212,TWO,TWO
7213,THROWER,THROWER
7214,UPDATED,UPDATED
7215,STEPFATHER,STEPFATHER
7216,DESIGN,DESIGN
7217,PAGE,PAGE
7218,KINGPIN,KINGPIN
7219,MCDONALD,MCDONALD
7220,SHEEPDOG,SHEEPDOG
7221,SMOOTHLY,SMOOTHLY
7222,NUCLEAR,NUCLEAR
7223,CIVILIZED,CIVILIZED
7224,HOMEMAKING,HOMEMAKING
7225,RAGTIME,RAGTIME
7226,WHITE,WHITE
7227,SWOOP,SWOOP
7228,SUBMIT,SUBMIT
7229,WAGGING,WAGGING
7230,PUSH,PUSH
7231,GUMSHOE,GUMSHOE
7232,NAPKIN,NAPKIN
7233,THANKS,THANKS
7234,TOYOTA,TOYOTA
7235,WOOLEN,WOOLEN
7236,ROYAL,ROYAL
7237,BEHIND,BEHIND
7238,SINGER,SINGER
7239,SPOONS,SPOONS
7240,CRENSHAW,CRENSHAW
7241,EASIER,EASIER
7242,BEHIND,BEHIND
7243,ROYAL,ROYAL
7244,THANKS,THANKS
7245,TOYOTA,TOYOTA
7246,WOOLEN,WOOLEN
7247,LOGIC,LOGIC
7248,ICEBERG,ICEBERG
7249,OFFSHORE,OFFSHORE
7250,CRENSHAW,CRENSHAW
7251,EASIER,EASIER
7252,SINGER,SINGER
7253,SPOONS,SPOONS
7254,PUSH,PUSH
7255,GUMSHOE,GUMSHOE
7256,CHAIR,CHAIR
7257,NAPKIN,NAPKIN
7258,SUBMIT,SUBMIT
7259,WAGGING,WAGGING
7260,UPDATED,UPDATED
7261,STEPFATHER,STEPFATHER
7262,DESIGN,DESIGN
